export_id,bundle_id,run_id,trace_id,candidate_id,generation,attack_plan_id,target_family,attack_type,accepted,evaluation_status,combined_score,estimated_time_bits,estimated_memory_bits,estimator_name,public_release_ok,redacted,source_trace
code_based_toy_isd_v0:toy_syndrome_31_16_w3_bjmm_seed-3,code_based_toy_isd_v0,code_based_toy_isd,224154163e3b71ff042ff502c6f0be2a40feec28ed5590597a1df427e31434d4,toy_syndrome_31_16_w3_bjmm_seed-3,0,toy_syndrome_31_16_w3_bjmm_seed,CODE_BASED,information_set_decoding,True,ok,-16.8082,13.1277,4.3219,toy-code-based-isd-estimator,True,False,examples/public_runs/code_based_toy_isd_v0/trace_public.jsonl
code_based_toy_isd_v0:toy_syndrome_31_16_w3_dumer_seed-4,code_based_toy_isd_v0,code_based_toy_isd,3b8e507541b57dc3b9e3fff01ddc3158bc5bac2652e86c306aa4e1ba7d6e2b4c,toy_syndrome_31_16_w3_dumer_seed-4,0,toy_syndrome_31_16_w3_dumer_seed,CODE_BASED,information_set_decoding,True,ok,-16.9777,13.1277,5.0,toy-code-based-isd-estimator,True,False,examples/public_runs/code_based_toy_isd_v0/trace_public.jsonl
code_based_toy_isd_v0:toy_syndrome_31_16_w3_lee_brickell_seed-5,code_based_toy_isd_v0,code_based_toy_isd,84c9a6aa3a02ef5515fb8f7c752073e47a9b4cbe8cbdc61e3ec2a8b8991d2c2b,toy_syndrome_31_16_w3_lee_brickell_seed-5,0,toy_syndrome_31_16_w3_lee_brickell_seed,CODE_BASED,information_set_decoding,True,ok,-18.3627,14.3741,5.5546,toy-code-based-isd-estimator,True,False,examples/public_runs/code_based_toy_isd_v0/trace_public.jsonl
code_based_toy_isd_v0:toy_syndrome_31_16_w3_prange_seed-2,code_based_toy_isd_v0,code_based_toy_isd,7a8a9b2844ff5279dd4420b2ad0135b12c6ffa8cbdb45361d854c29369f86cfd,toy_syndrome_31_16_w3_prange_seed-2,0,toy_syndrome_31_16_w3_prange_seed,CODE_BASED,information_set_decoding,True,ok,-14.5971,10.2586,6.9542,toy-code-based-isd-estimator,True,False,examples/public_runs/code_based_toy_isd_v0/trace_public.jsonl
code_based_toy_isd_v0:toy_syndrome_31_16_w3_stern_seed-6,code_based_toy_isd_v0,code_based_toy_isd,588a05c8d2e61ec0cb3362c538ff1be8d2faccfcfb8c7da41c262c728d3b32ef,toy_syndrome_31_16_w3_stern_seed-6,0,toy_syndrome_31_16_w3_stern_seed,CODE_BASED,information_set_decoding,True,ok,-11.9203,8.3203,4.0,toy-code-based-isd-estimator,True,False,examples/public_runs/code_based_toy_isd_v0/trace_public.jsonl
code_based_toy_mdpc_v0:toy_mdpc_bit_flip_12_6_w2_seed-0,code_based_toy_mdpc_v0,code_based_toy_mdpc,d8b4fe0062cb7d9426871ca620c7a62acf27995e5826f5b67c735a4ad5b566c8,toy_mdpc_bit_flip_12_6_w2_seed-0,0,toy_mdpc_bit_flip_12_6_w2_seed,CODE_BASED,decoding_fixture_check,True,ok,-11.8504,8.1699,4.3219,toy-code-based-bit-flip-decoder-estimator,True,False,examples/public_runs/code_based_toy_mdpc_v0/trace_public.jsonl
code_based_toy_mdpc_v0:toy_mdpc_black_gray_12_6_w2_decode_seed-1,code_based_toy_mdpc_v0,code_based_toy_mdpc,05af680925cec89299eef86127865c768e40326cf9117cb9da025586e2ab1632,toy_mdpc_black_gray_12_6_w2_decode_seed-1,0,toy_mdpc_black_gray_12_6_w2_decode_seed,CODE_BASED,decoding_fixture_check,True,ok,-15.5853,11.8704,4.4594,toy-code-based-bit-flip-decoder-estimator,True,False,examples/public_runs/code_based_toy_mdpc_v0/trace_public.jsonl
code_based_toy_mdpc_v0:toy_mdpc_syndrome_weight_12_6_w2_seed-2,code_based_toy_mdpc_v0,code_based_toy_mdpc,7dce581324d50efb024caae46924f040665e992c468cd1b8d08d5a015b3028a3,toy_mdpc_syndrome_weight_12_6_w2_seed-2,0,toy_mdpc_syndrome_weight_12_6_w2_seed,CODE_BASED,decoding_fixture_check,True,ok,-11.868,8.1699,4.3923,toy-code-based-bit-flip-decoder-estimator,True,False,examples/public_runs/code_based_toy_mdpc_v0/trace_public.jsonl
hash_based_toy_bound_v0:toy_hash_collision_32_bound_seed-0,hash_based_toy_bound_v0,hash_based_toy_bound,99af8c3d73cddfc5005ddb254ab90b06d869fe12b73af2e98c8db77b2de48722,toy_hash_collision_32_bound_seed-0,0,toy_hash_collision_32_bound_seed,HASH_BASED,security_bound_check,True,ok,-22.6,16.0,16.0,toy-hash-bound-estimator,True,False,examples/public_runs/hash_based_toy_bound_v0/trace_public.jsonl
hash_based_toy_bound_v0:toy_hash_preimage_24_solve_seed-1,hash_based_toy_bound_v0,hash_based_toy_bound,9f786475150bcf3764dae1490062cd40cd631408aaec37dd18f661aee8b20b5e,toy_hash_preimage_24_solve_seed-1,0,toy_hash_preimage_24_solve_seed,HASH_BASED,security_bound_check,True,ok,-26.85,24.0,1.0,toy-hash-bound-estimator,True,False,examples/public_runs/hash_based_toy_bound_v0/trace_public.jsonl
hash_based_toy_bound_v0:toy_hash_preimage_32_bound_seed-2,hash_based_toy_bound_v0,hash_based_toy_bound,1c2830ac3413182d11c98e721b265d50657cb0a9276cbf2e7798000531aaf01e,toy_hash_preimage_32_bound_seed-2,0,toy_hash_preimage_32_bound_seed,HASH_BASED,security_bound_check,True,ok,-36.85,32.0,1.0,toy-hash-bound-estimator,True,False,examples/public_runs/hash_based_toy_bound_v0/trace_public.jsonl
hash_based_toy_misuse_v0:toy_hash_reused_salt_24_verify_seed-0,hash_based_toy_misuse_v0,hash_based_toy_misuse,21640235da2226cafa0950bc2145e4d9fa18b336bc67b0687f95bc8e839b2860,toy_hash_reused_salt_24_verify_seed-0,0,toy_hash_reused_salt_24_verify_seed,HASH_BASED,misuse_check,True,ok,-6.0813,2.585,3.585,toy-hash-bound-estimator,True,False,examples/public_runs/hash_based_toy_misuse_v0/trace_public.jsonl
hash_based_toy_signature_v0:hash_based_fors_auth_path_toy_seed-0,hash_based_toy_signature_v0,hash_based_toy_signature,5fbfba051edec3b5eb6bfce4e1aa6f35b963077d967f722ad99f72211254ce34,hash_based_fors_auth_path_toy_seed-0,0,hash_based_fors_auth_path_toy_seed,HASH_BASED,hash_signature_verification,True,ok,-6.2275,2.585,4.1699,toy-hash-bound-estimator,True,False,examples/public_runs/hash_based_toy_signature_v0/trace_public.jsonl
hash_based_toy_signature_v0:hash_based_slh_dsa_hypertree_toy_seed-3,hash_based_toy_signature_v0,hash_based_toy_signature,4ed70274b32d3457c311f7438ceeedb70da9356167b207e4ef49546863c08980,hash_based_slh_dsa_hypertree_toy_seed-3,0,hash_based_slh_dsa_hypertree_toy_seed,HASH_BASED,hash_signature_verification,True,ok,-9.7791,5.4263,7.0112,toy-hash-bound-estimator,True,False,examples/public_runs/hash_based_toy_signature_v0/trace_public.jsonl
hash_based_toy_signature_v0:toy_hash_merkle_auth_path_24_verify_seed-1,hash_based_toy_signature_v0,hash_based_toy_signature,3904a0d48d6dc2ba16ecaaf99edac590ccd37bc2874dd32b743d055b639dcf25,toy_hash_merkle_auth_path_24_verify_seed-1,0,toy_hash_merkle_auth_path_24_verify_seed,HASH_BASED,hash_signature_verification,True,ok,-5.4962,2.0,3.585,toy-hash-bound-estimator,True,False,examples/public_runs/hash_based_toy_signature_v0/trace_public.jsonl
hash_based_toy_signature_v0:toy_hash_signature_chain_24_verify_seed-2,hash_based_toy_signature_v0,hash_based_toy_signature,88f3f9f5803b2bbbf941e44c1e98335e6462c613f737c06d6c640106234d5199,toy_hash_signature_chain_24_verify_seed-2,0,toy_hash_signature_chain_24_verify_seed,HASH_BASED,hash_signature_verification,True,ok,-8.4962,5.0,3.585,toy-hash-bound-estimator,True,False,examples/public_runs/hash_based_toy_signature_v0/trace_public.jsonl
implementation_security_toy_benchmark_v0:toy_mlkem_benchmark_summary_verify_seed-0,implementation_security_toy_benchmark_v0,implementation_security_toy_benchmark,417d4aa652874fa8d62fefc2a553abf3db5b56410a80b08bd9f71e2916d119d1,toy_mlkem_benchmark_summary_verify_seed-0,0,toy_mlkem_benchmark_summary_verify_seed,IMPLEMENTATION_SECURITY,benchmark_harness,True,ok,-15.7312,12.5507,2.3219,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_benchmark_v0/trace_public.jsonl
implementation_security_toy_benchmark_v0:toy_mlkem_binary_size_verify_seed-1,implementation_security_toy_benchmark_v0,implementation_security_toy_benchmark,d5368aa57de5b126010b239978f6990dcebc7fbb57a0d892c1f93d3f68f0bdbe,toy_mlkem_binary_size_verify_seed-1,0,toy_mlkem_binary_size_verify_seed,IMPLEMENTATION_SECURITY,benchmark_harness,True,ok,-20.6236,14.5236,14.0,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_benchmark_v0/trace_public.jsonl
implementation_security_toy_benchmark_v0:toy_mlkem_memory_footprint_verify_seed-2,implementation_security_toy_benchmark_v0,implementation_security_toy_benchmark,87d06af7edb9d1d0faacf8099207c694cd56a492e5ea3dab61ca6b15611094ac,toy_mlkem_memory_footprint_verify_seed-2,0,toy_mlkem_memory_footprint_verify_seed,IMPLEMENTATION_SECURITY,benchmark_harness,True,ok,-19.3094,13.4594,13.0,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_benchmark_v0/trace_public.jsonl
implementation_security_toy_benchmark_v0:toy_pqm4_stack_usage_verify_seed-3,implementation_security_toy_benchmark_v0,implementation_security_toy_benchmark,08a21dccae719bfa941fa8e00034a78ff9b3c33fff285cbfcd025d134b6eae6d,toy_pqm4_stack_usage_verify_seed-3,0,toy_pqm4_stack_usage_verify_seed,IMPLEMENTATION_SECURITY,benchmark_harness,True,ok,-18.2129,12.9484,10.6582,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_benchmark_v0/trace_public.jsonl
implementation_security_toy_kat_v0:toy_acvp_mldsa_vector_set_fixture_verify_seed-0,implementation_security_toy_kat_v0,implementation_security_toy_kat,b2e4757bee9920a464394b45ad6a03e28c005f9f97bd8f11a14b5990b5c570aa,toy_acvp_mldsa_vector_set_fixture_verify_seed-0,0,toy_acvp_mldsa_vector_set_fixture_verify_seed,IMPLEMENTATION_SECURITY,kat_conformance,True,ok,-13.2758,8.543,8.5314,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_kat_v0/trace_public.jsonl
implementation_security_toy_kat_v0:toy_acvp_mlkem_vector_set_fixture_verify_seed-1,implementation_security_toy_kat_v0,implementation_security_toy_kat,0de5b645ff46f3d3a44e274477ec0358ecfcc0c60d769fa25433a3b2208645e0,toy_acvp_mlkem_vector_set_fixture_verify_seed-1,0,toy_acvp_mlkem_vector_set_fixture_verify_seed,IMPLEMENTATION_SECURITY,kat_conformance,True,ok,-12.8023,8.1649,8.1497,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_kat_v0/trace_public.jsonl
implementation_security_toy_kat_v0:toy_mldsa_kat_digest_fixture_verify_seed-2,implementation_security_toy_kat_v0,implementation_security_toy_kat,36bffd464f654a4449f22174999258538d6c657ad5a95f610f0b209c434aab05,toy_mldsa_kat_digest_fixture_verify_seed-2,0,toy_mldsa_kat_digest_fixture_verify_seed,IMPLEMENTATION_SECURITY,kat_conformance,True,ok,-10.9893,6.7142,6.7004,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_kat_v0/trace_public.jsonl
implementation_security_toy_kat_v0:toy_mlkem_kat_digest_fixture_verify_seed-4,implementation_security_toy_kat_v0,implementation_security_toy_kat,0d451a5633af20184e6b02f8ba376dda8931804828b406d3f7381cae83d2c523,toy_mlkem_kat_digest_fixture_verify_seed-4,0,toy_mlkem_kat_digest_fixture_verify_seed,IMPLEMENTATION_SECURITY,kat_conformance,True,ok,-10.424,6.2668,6.2288,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_kat_v0/trace_public.jsonl
implementation_security_toy_kat_v0:toy_mlkem_kat_digest_kat_seed-3,implementation_security_toy_kat_v0,implementation_security_toy_kat,530f399e2357e3720f32f4824843b7d2750ad8cc7a0beb01817d8e53af619933,toy_mlkem_kat_digest_kat_seed-3,0,toy_mlkem_kat_digest_kat_seed,IMPLEMENTATION_SECURITY,kat_conformance,True,ok,-12.424,6.2668,6.2288,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_kat_v0/trace_public.jsonl
implementation_security_toy_timing_v0:toy_ctgrind_taint_fixture_verify_seed-0,implementation_security_toy_timing_v0,implementation_security_toy_timing,d4d053aa0da71855e9887d7679c6e7b84583b04da02531907a8dfc241b92dea6,toy_ctgrind_taint_fixture_verify_seed-0,0,toy_ctgrind_taint_fixture_verify_seed,IMPLEMENTATION_SECURITY,constant_time_check,True,ok,-6.3004,3.7004,0.0,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_timing_v0/trace_public.jsonl
implementation_security_toy_timing_v0:toy_dudect_summary_fixture_verify_seed-1,implementation_security_toy_timing_v0,implementation_security_toy_timing,fabbe816489f096449a8e30a1ddedb7c5f14ca232de26e9021dff4fb19793e34,toy_dudect_summary_fixture_verify_seed-1,0,toy_dudect_summary_fixture_verify_seed,IMPLEMENTATION_SECURITY,constant_time_check,True,ok,-7.35,4.0,3.0,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_timing_v0/trace_public.jsonl
implementation_security_toy_timing_v0:toy_timing_welch_fixture_verify_seed-2,implementation_security_toy_timing_v0,implementation_security_toy_timing,6fa0de305dadcf36b480dc44c6a92569cf7bb3036d2a35bb56497148cf5553f2,toy_timing_welch_fixture_verify_seed-2,0,toy_timing_welch_fixture_verify_seed,IMPLEMENTATION_SECURITY,constant_time_check,True,ok,-6.8313,3.585,2.585,toy-implementation-security-estimator,True,False,examples/public_runs/implementation_security_toy_timing_v0/trace_public.jsonl
isogeny_historical_toy_path_v0:toy_commutative_walk_fixture_verify_seed-0,isogeny_historical_toy_path_v0,isogeny_historical_toy_path,b4e84f06ac213780883df410ad61963288b2013b2d04c039edc2d082fbe31c76,toy_commutative_walk_fixture_verify_seed-0,0,toy_commutative_walk_fixture_verify_seed,ISOGENY_HISTORICAL,historical_isogeny_reconstruction,True,ok,-24.8202,20.5315,6.7549,toy-isogeny-historical-path-estimator,True,False,examples/public_runs/isogeny_historical_toy_path_v0/trace_public.jsonl
isogeny_historical_toy_path_v0:toy_sidh_path_fixture_verify_seed-1,isogeny_historical_toy_path_v0,isogeny_historical_toy_path,5d1cf221b3067f7a7e02fa57cd1ba0acd1eb858f8ad697b4304ab8bf06d11769,toy_sidh_path_fixture_verify_seed-1,0,toy_sidh_path_fixture_verify_seed,ISOGENY_HISTORICAL,historical_isogeny_reconstruction,True,ok,-26.162,22.0,6.2479,toy-isogeny-historical-path-estimator,True,False,examples/public_runs/isogeny_historical_toy_path_v0/trace_public.jsonl
isogeny_historical_toy_path_v0:toy_sidh_path_reconstruction_path_seed-2,isogeny_historical_toy_path_v0,isogeny_historical_toy_path,a96a11a8933eb8036ccbbaf9f275de06aba3426ac3bf10d670c2602c7a462748,toy_sidh_path_reconstruction_path_seed-2,0,toy_sidh_path_reconstruction_path_seed,ISOGENY_HISTORICAL,historical_isogeny_reconstruction,True,ok,-28.162,22.0,6.2479,toy-isogeny-historical-path-estimator,True,False,examples/public_runs/isogeny_historical_toy_path_v0/trace_public.jsonl
isogeny_historical_toy_path_v0:toy_volcano_walk_fixture_verify_seed-3,isogeny_historical_toy_path_v0,isogeny_historical_toy_path,0ba293f13426739ef28e9b0d9d3acf63d9ce8043be5f570571335cd637dc5808,toy_volcano_walk_fixture_verify_seed-3,0,toy_volcano_walk_fixture_verify_seed,ISOGENY_HISTORICAL,historical_isogeny_reconstruction,True,ok,-22.6175,18.375,6.5699,toy-isogeny-historical-path-estimator,True,False,examples/public_runs/isogeny_historical_toy_path_v0/trace_public.jsonl
lattice_downscaled_lwe_instance_solve_v0:lattice_downscaled_lwe_instance_solve_n5_q19_v1-0,lattice_downscaled_lwe_instance_solve_v0,lattice_downscaled_lwe_instance_solve,5e144a08ff59912c72d41dfce2f87d449cc5999c51e2379931c3cb8c869283a3,lattice_downscaled_lwe_instance_solve_n5_q19_v1-0,0,lattice_downscaled_lwe_instance_solve_n5_q19_v1,LWE,primal_usvp,True,ok,-15.8215,16.5215,6.8,mock-lattice-estimator,True,False,examples/public_runs/lattice_downscaled_lwe_instance_solve_v0/trace_public.jsonl
lattice_downscaled_lwe_instance_solve_v0:lattice_downscaled_lwe_instance_solve_n6_q23_ternary_v1-1,lattice_downscaled_lwe_instance_solve_v0,lattice_downscaled_lwe_instance_solve,25e7d11c451e6ef992af7baa559f8cf9dde4337de3d5a4c9a4114eb8d74a60f4,lattice_downscaled_lwe_instance_solve_n6_q23_ternary_v1-1,0,lattice_downscaled_lwe_instance_solve_n6_q23_ternary_v1,LWE,primal_usvp,True,ok,-18.3901,18.8501,7.76,mock-lattice-estimator,True,False,examples/public_runs/lattice_downscaled_lwe_instance_solve_v0/trace_public.jsonl
lattice_downscaled_lwe_instance_solve_v0:lattice_downscaled_lwe_instance_solve_v1-2,lattice_downscaled_lwe_instance_solve_v0,lattice_downscaled_lwe_instance_solve,3ef1a6ea4c321eddeef7c092a51eaccfa6c9f7a7de38bbf10b282a2faf676ad9,lattice_downscaled_lwe_instance_solve_v1-2,0,lattice_downscaled_lwe_instance_solve_v1,LWE,primal_usvp,True,ok,-13.4487,14.3887,5.84,mock-lattice-estimator,True,False,examples/public_runs/lattice_downscaled_lwe_instance_solve_v0/trace_public.jsonl
lattice_downscaled_mlwe_instance_solve_v0:lattice_downscaled_mlwe_instance_solve_v1-0,lattice_downscaled_mlwe_instance_solve_v0,lattice_downscaled_mlwe_instance_solve,78a90efb31696ddcd3851a8bbd27c13c0c658d6084be2b4cb854435f13544316,lattice_downscaled_mlwe_instance_solve_v1-0,0,lattice_downscaled_mlwe_instance_solve_v1,MLWE,module_lattice_reduction_hypothesis,True,ok,-34.7007,32.7607,17.36,mock-lattice-estimator,True,False,examples/public_runs/lattice_downscaled_mlwe_instance_solve_v0/trace_public.jsonl
lattice_mlwe_downscaled_v0:mlkem768_like_downscaled_primal_seed-0,lattice_mlwe_downscaled_v0,lattice_mlkem_like,a8b3efff8063e11531fc5330637afc2e7b72e1d86006f192ef05dbe07f197250,mlkem768_like_downscaled_primal_seed-0,0,mlkem768_like_downscaled_primal_seed,MLWE,primal_usvp,True,ok,-409.7515,400.0515,40.4,mock-lattice-estimator,True,False,examples/public_runs/lattice_mlwe_downscaled_v0/trace_public.jsonl
lattice_toy_lwe_v0:toy_lwe_n64_q257_primal_seed-0,lattice_toy_lwe_v0,lattice_toy_lwe,a475be6e8e83a4ae284f9c7b0c391bb14153cff017e158181a2d73b7acc08c39,toy_lwe_n64_q257_primal_seed-0,0,toy_lwe_n64_q257_primal_seed,LWE,primal_usvp,True,ok,-67.4696,63.5296,17.36,mock-lattice-estimator,True,False,examples/public_runs/lattice_toy_lwe_v0/trace_public.jsonl
lattice_toy_lwe_v0:toy_lwe_n96_q769_primal_seed-1,lattice_toy_lwe_v0,lattice_toy_lwe,6743b0ae37ac3d81549b69a4c496bd8bff051aa4fb3ebd15afc86503fed629de,toy_lwe_n96_q769_primal_seed-1,0,toy_lwe_n96_q769_primal_seed,LWE,primal_usvp,True,ok,-97.0376,91.1776,25.04,mock-lattice-estimator,True,False,examples/public_runs/lattice_toy_lwe_v0/trace_public.jsonl
multivariate_toy_minrank_v0:toy_minrank_gf2_m3_r0_verify_seed-0,multivariate_toy_minrank_v0,multivariate_toy_minrank,9891be29831d71c8fd87f0c359ca96540b7b388bd2619800c806b9ee21164ff1,toy_minrank_gf2_m3_r0_verify_seed-0,0,toy_minrank_gf2_m3_r0_verify_seed,MULTIVARIATE,minrank_attack,True,ok,-12.28,8.7549,3.7004,toy-multivariate-estimator,True,False,examples/public_runs/multivariate_toy_minrank_v0/trace_public.jsonl
multivariate_toy_minrank_v0:toy_minrank_gf2_m3_r1_verify_seed-1,multivariate_toy_minrank_v0,multivariate_toy_minrank,aaba727b78dcb11dff7db2307fdfd1ee8201ce6e45862b9144a53527351fd81a,toy_minrank_gf2_m3_r1_verify_seed-1,0,toy_minrank_gf2_m3_r1_verify_seed,MULTIVARIATE,minrank_attack,True,ok,-12.28,8.7549,3.7004,toy-multivariate-estimator,True,False,examples/public_runs/multivariate_toy_minrank_v0/trace_public.jsonl
multivariate_toy_minrank_v0:toy_minrank_gf2_m4_r2_verify_seed-2,multivariate_toy_minrank_v0,multivariate_toy_minrank,bb8640eac2b1afc01d2a67b3ab7cec363c1fca137b733405883137ee59c82948,toy_minrank_gf2_m4_r2_verify_seed-2,0,toy_minrank_gf2_m4_r2_verify_seed,MULTIVARIATE,minrank_attack,True,ok,-13.6805,10.0,4.3219,toy-multivariate-estimator,True,False,examples/public_runs/multivariate_toy_minrank_v0/trace_public.jsonl
multivariate_toy_mq_v0:toy_mq_degree_bound_gf16_v8_e6_seed-0,multivariate_toy_mq_v0,multivariate_toy_mq,c3b506ef2ed96606e4fd8695eb48ea03c1caaf5cc34bb44194e15cece7990a16,toy_mq_degree_bound_gf16_v8_e6_seed-0,0,toy_mq_degree_bound_gf16_v8_e6_seed,MULTIVARIATE,groebner_basis,True,ok,-35.091,27.2107,13.1212,toy-multivariate-estimator,True,False,examples/public_runs/multivariate_toy_mq_v0/trace_public.jsonl
multivariate_toy_mq_v0:toy_mq_degree_bound_gf2_v6_e4_seed-1,multivariate_toy_mq_v0,multivariate_toy_mq,bc51d2db4f8c7838a663825a8c3c9816e222d8f05ac95dc630b4a478d6e9a939,toy_mq_degree_bound_gf2_v6_e4_seed-1,0,toy_mq_degree_bound_gf2_v6_e4_seed,MULTIVARIATE,groebner_basis,True,ok,-26.2984,20.8985,11.1997,toy-multivariate-estimator,True,False,examples/public_runs/multivariate_toy_mq_v0/trace_public.jsonl
